+1	0.50000	1146
+1	0.28571	2144
+1	0.50000	2714
+2	0.40000	2697
+2	0.16667	2702
+3	0.20000	2018
-1	0.33333	1274
-1	0.50000	1364
-1	0.33333	1427
-1	0.20000	1552
-1	0.25000	1590
-1	1.00000	1594
-1	0.25000	1634
-1	0.12500	1665
-1	0.99999	1666
-1	0.99999	1797
-1	0.99999	2073
-1	0.28571	2144
-1	0.37500	2189
-1	0.99999	2475
-1	0.25000	2722
-1	0.25000	2845
-1	0.16667	2884
-1	0.28571	3021
-1	1.00000	3024
-1	0.20000	3138
-1	0.25000	409
-1	0.50000	58
-1	0.50000	847
-1	0.16667	851
-1	0.20000	861
-10	0.25000	2138
-10	0.40000	2380
-10	0.14286	2497
-10	0.25000	2624
-10	0.66666	3025
-10	0.25000	3094
-100	0.20000	2202
-11	0.20000	2629
-11	0.33333	2869
-1108	0.33333	1845
-13	0.14286	2144
-1301	0.33333	1271
-1401	0.12500	637
-1604	0.33333	123
-1604	0.25000	962
-1947	0.99999	2303
-1959	0.99999	217
-1965	0.40000	1385
-1966	0.16667	3060
-1967	0.99999	2005
-1968	0.99999	1660
-1970	0.33333	1382
-1975	0.25000	2317
-1976	0.99999	2935
-1976	0.33333	2962
-1978	0.16667	3060
-2	0.40000	1594
-2	0.50000	1867
-2	0.33333	2151
-2	0.20000	2967
-2	0.99999	829
-20	0.20000	1253
-20	0.99999	190
-20	0.20000	855
-200	0.50000	1970
-200	0.14286	2196
-2000	0.99999	391
-206	0.16667	1476
-224	0.11111	1962
-224	0.25000	2211
-273	0.50000	1016
-274	0.50000	1016
-3	0.40000	2697
-30	0.33333	146
-32	0.12500	2092
-32	0.25000	3204
-338	0.33333	2201
-36	0.25000	679
-360	0.33333	1845
-3600	0.20000	1160
-3600	0.25000	962
-41	0.33333	1889
-460	0.25000	1257
-460	0.25000	1265
-49	0.25000	3028
-5	0.14286	1738
-5020	0.33333	1551
-549	0.50000	3197
-55	0.50000	2304
-560	0.25000	1334
-560	0.50000	964
-59	0.20000	1385
-599	0.99999	1120
-6	0.33333	3025
-60	0.20000	1385
-6000	0.33333	1845
-61	0.25000	1564
-61	0.50000	254
-62	0.25000	3028
-635	0.33333	1845
-64	0.20000	1385
-64	0.25000	1703
-65	0.33333	1765
-65	0.12500	2483
-6500	0.33333	2423
-67	0.33333	2147
-67	0.25000	2624
-67	0.11111	397
-69	0.33333	1765
-7	0.33333	1530
-7	0.20000	2697
-7090	0.25000	1195
-73	0.14286	2776
-75	0.99999	2814
-75	0.33333	2962
-76	0.33333	2962
-80	0.99999	143
-80	0.20000	3092
-80	0.11111	397
-930	0.14286	1738
0	0.99999	1031
0	0.25000	1430
0	0.99999	1666
0	0.99999	1797
0	0.14286	1806
0	0.99999	2073
0	0.99999	2475
0	0.30000	2800
0	0.25000	2801
0	0.25000	2845
0	0.99999	3009
0	0.25000	3015
0	0.25000	3055
0	0.75000	3097
0	0.16667	3115
0	0.50000	3176
0	0.33333	533
0	0.25000	536
0	0.33333	727
0,1	0.33333	298
0.1	0.33333	1726
0.34	0.25000	2801
1	0.33333	1035
1	0.20000	1154
1	0.10000	1155
1	0.99999	1193
1	0.20000	1194
1	0.14286	1327
1	0.25000	1350
1	0.20000	1373
1	0.20000	1385
1	0.99999	14
1	0.25000	1409
1	0.25000	1430
1	0.50000	1433
1	0.20000	1435
1	0.66666	1440
1	0.40000	1470
1	0.33333	1485
1	0.20000	1487
1	0.33333	1489
1	1.00000	1495
1	0.40000	1497
1	0.25000	1514
1	0.99999	1537
1	0.33333	1539
1	0.33333	1570
1	0.25000	1590
