+1	0.51024	1146
+1	0.69467	2144
+1	0.98233	2714
+2	0.73752	2697
+2	0.53990	2702
+3	0.56936	2018
-1	0.59062	1274
-1	0.41105	1364
-1	0.31341	1427
-1	0.35511	1552
-1	0.25196	1590
-1	0.82611	1594
-1	0.30420	1634
-1	0.25492	1665
-1	0.69597	1666
-1	0.69597	1797
-1	0.69597	2073
-1	0.48347	2144
-1	0.57844	2189
-1	0.60125	2475
-1	0.40083	2722
-1	0.46790	2845
-1	0.31341	2884
-1	0.39013	3021
-1	0.60125	3024
-1	0.34673	3138
-1	0.45556	409
-1	0.35511	58
-1	0.35511	847
-1	0.43885	851
-1	0.32237	861
-10	0.45952	2138
-10	0.55204	2380
-10	0.26411	2497
-10	0.64068	2624
-10	0.68668	3025
-10	0.51869	3094
-100	0.59062	2202
-11	0.53990	2629
-11	0.54406	2869
-1108	0.57530	1845
-13	0.47492	2144
-1301	0.69842	1271
-1401	0.39206	637
-1604	0.52590	123
-1604	0.44342	962
-1947	1.00000	2303
-1959	1.00000	217
-1965	0.80679	1385
-1966	0.61244	3060
-1967	1.00000	2005
-1968	1.00000	1660
-1970	0.52126	1382
-1975	0.68366	2317
-1976	1.00000	2935
-1976	0.62931	2962
-1978	0.61244	3060
-2	0.71377	1594
-2	0.72024	1867
-2	0.64970	2151
-2	0.42156	2967
-2	0.80063	829
-20	0.36203	1253
-20	0.94505	190
-20	0.51024	855
-200	0.67435	1970
-200	0.59062	2196
-2000	1.00000	391
-206	0.45842	1476
-224	0.75052	1962
-224	0.44342	2211
-273	0.59062	1016
-274	0.59062	1016
-3	0.80679	2697
-30	0.59062	146
-32	0.45811	2092
-32	0.91413	3204
-338	0.52126	2201
-36	0.45842	679
-360	0.57530	1845
-3600	0.50421	1160
-3600	0.44342	962
-41	0.59517	1889
-460	0.89796	1257
-460	0.50421	1265
-49	0.47651	3028
-5	0.57367	1738
-5020	0.75911	1551
-549	1.00000	3197
-55	0.73769	2304
-560	0.38308	1334
-560	0.62495	964
-59	0.47651	1385
-599	1.00000	1120
-6	0.52126	3025
-60	0.47651	1385
-6000	0.57530	1845
-61	0.41906	1564
-61	0.53990	254
-62	0.47651	3028
-635	0.57530	1845
-64	0.43559	1385
-64	0.59062	1703
-65	0.76843	1765
-65	0.32473	2483
-6500	0.47651	2423
-67	0.64802	2147
-67	0.71139	2624
-67	0.45488	397
-69	0.84060	1765
-7	0.43559	1530
-7	0.43559	2697
-7090	0.59062	1195
-73	0.59062	2776
-75	1.00000	2814
-75	0.62931	2962
-76	0.68842	2962
-80	0.86391	143
-80	0.41906	3092
-80	0.45488	397
-930	0.57367	1738
0	0.81647	1031
0	0.37519	1430
0	0.73532	1666
0	0.73532	1797
0	0.41043	1806
0	0.73532	2073
0	0.63525	2475
0	0.55463	2800
0	0.40773	2801
0	0.49435	2845
0	0.69492	3009
0	0.30814	3015
0	0.35038	3055
0	0.74020	3097
0	0.22754	3115
0	0.68652	3176
0	0.46515	533
0	0.26621	536
0	0.37519	727
0,1	0.64609	298
0.1	0.68366	1726
0.34	0.64184	2801
1	0.26916	1035
1	0.26739	1154
1	0.12614	1155
1	0.48222	1193
1	0.17464	1194
1	0.25937	1327
1	0.27031	1350
1	0.25632	1373
1	0.19851	1385
1	0.61061	14
1	0.19851	1409
1	0.24605	1430
1	0.26916	1433
1	0.32420	1435
1	0.55901	1440
1	0.33610	1470
1	0.40231	1485
1	0.18480	1487
1	0.35002	1489
1	0.51636	1495
1	0.32635	1497
1	0.22438	1514
1	0.48222	1537
1	0.32741	1539
1	0.36967	1570
1	0.17458	1590
1	0.32741	1638
1	0.68117	1642
1	0.27773	1650
1	0.19851	1725
1	0.12523	1727
